Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1068:c32c:8c87:5819:2eb1:45f6,Auvergne-Rhône-Alpes,2021-08-15T19:52:09.157Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1068:c32c:71a2:5f5b:f5f9:af48,Auvergne-Rhône-Alpes,2021-08-15T17:19:27.628Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1068:c32c:bdda:ec77:bf2e:e968,Auvergne-Rhône-Alpes,2021-08-15T15:33:34.007Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.83.51,Normandie,2021-08-15T14:36:51.459Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1068:c32c:f886:ba11:4dd2:8080,Auvergne-Rhône-Alpes,2021-08-15T14:14:40.320Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1068:c32c:ad66:9451:bd0b:e2b5,Auvergne-Rhône-Alpes,2021-08-15T11:02:48.172Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1068:c32c:45dd:57cd:c2aa:9fba,Auvergne-Rhône-Alpes,2021-08-15T09:09:52.229Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.194.179,Grand-Est,2021-08-15T08:51:13.679Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1077:b5e3:5e5:f9e:24f3:b8bc,Auvergne-Rhône-Alpes,2021-08-14T21:20:28.674Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1077:b5e3:8dec:26aa:944b:7224,Auvergne-Rhône-Alpes,2021-08-14T20:05:54.724Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.215.67.42,Île-de-France²,2021-08-14T16:26:46.286Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:119a:8f89:cd02:15e7:3f92:ee89,Île-de-France²,2021-08-14T15:36:35.267Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.215.131.105,Île-de-France²,2021-08-14T13:13:21.983Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1192:d2d3:5105:2960:5db1:2368,Île-de-France²,2021-08-14T09:19:48.648Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.101.37,Grand-Est,2021-08-14T08:07:43.903Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1183:2f90:788e:a83d:6047:223,Île-de-France²,2021-08-13T20:37:15.206Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:118c:a380:8cc4:70c2:6368:14a5,Normandie,2021-08-13T18:08:33.678Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.135.33,Pays-de-la-Loire,2021-08-13T10:52:10.604Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1196:fb5:ecd8:ac47:8b44:8cb0,Île-de-France²,2021-08-13T07:50:34.551Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.135.54,Occitanie,2021-08-12T21:01:29.009Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.135.54,Occitanie,2021-08-12T14:19:15.259Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.52.26,Auvergne-Rhône-Alpes,2021-08-12T10:44:44.697Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.228.91,Île-de-France²,2021-08-12T07:11:48.270Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.155.12,Burgundy-Franche-Comté,2021-08-11T14:55:54.777Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.29.16,Île-de-France²,2021-08-10T21:40:51.513Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:109a:a89:8cf9:4b5a:9d32:132b,Normandie,2021-08-09T10:55:04.771Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.215.0.71,Hauts-de-France,2021-08-07T13:34:15.186Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:10af:744f:1d6b:a1f6:958b:5855,Île-de-France²,2021-08-07T10:30:13.819Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.251.44,Occitanie,2021-08-02T18:25:01.832Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:106d:ae6b:81b8:f422:5dea:1705,Auvergne-Rhône-Alpes,2021-08-02T14:49:30.777Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.151.41,Occitanie,2021-08-01T18:42:01.315Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1060:3d9b:c953:990a:8d1c:5e64,Auvergne-Rhône-Alpes,2021-07-31T19:33:17.595Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.214.156.126,Occitanie,2021-07-30T18:37:59.264Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1071:9cd:9de7:7f26:4d91:cee5,Auvergne-Rhône-Alpes,2021-07-30T17:57:28.991Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,37.168.122.18,Nouvelle-Aquitaine,2021-07-30T16:09:45.258Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.214.209.4,Occitanie,2021-07-30T11:12:37.617Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1061:267b:d83b:5877:343c:45b4,Auvergne-Rhône-Alpes,2021-07-30T10:43:06.801Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1061:267b:edb6:9fc4:2bbe:dabd,Auvergne-Rhône-Alpes,2021-07-29T19:28:11.432Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1061:267b:3c08:df2:7cc8:b4da,Auvergne-Rhône-Alpes,2021-07-29T18:11:52.788Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,87.88.165.144,Hauts-de-France,2021-07-29T11:12:17.752Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.214.153.13,Burgundy-Franche-Comté,2021-07-28T21:05:06.081Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.214.156.137,Occitanie,2021-07-28T19:32:45.648Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1070:fe4b:240c:beec:64bb:f639,Auvergne-Rhône-Alpes,2021-07-28T17:01:58.132Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.214.153.53,Auvergne-Rhône-Alpes,2021-07-28T12:05:29.060Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1070:fe4b:696d:a3a1:5de9:d763,Auvergne-Rhône-Alpes,2021-07-28T11:47:26.514Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.215.218.40,Auvergne-Rhône-Alpes,2021-07-27T20:27:22.791Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,2a04:cec0:1070:fe4b:dd55:fb06:4e7:be4c,Auvergne-Rhône-Alpes,2021-07-27T19:01:03.453Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1078:7785:7d05:4305:c41f:9c60,Auvergne-Rhône-Alpes,2021-07-27T17:19:55.673Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1078:7785:98e9:fb77:c9ed:5839,Auvergne-Rhône-Alpes,2021-07-27T14:43:54.571Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.214.151.243,Occitanie,2021-07-27T12:22:05.685Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:1078:7785:248a:4b03:e8d8:41df,Auvergne-Rhône-Alpes,2021-07-27T10:42:45.257Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.215.216.254,Auvergne-Rhône-Alpes,2021-07-26T19:29:09.088Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,80.214.223.179,Auvergne-Rhône-Alpes,2021-07-25T18:52:07.222Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,2a04:cec0:107d:a5e7:a5fb:90b3:82f0:1e11,Provence-Alpes-Côte-d’Azur,2021-07-25T18:50:12.618Z
NFUWA-001-69DE709F5617E3BC19D1C4F28D1895C06AC6490401C19D78869A2184FC582F09,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,2a04:cec0:107d:a5e7:91b1:456a:7640:33de,Provence-Alpes-Côte-d’Azur,2021-07-25T18:45:29.708Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.242.223,Occitanie,2021-07-25T16:31:11.033Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.7.167,Centre-Val de Loire,2021-07-23T16:36:31.559Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.227.92,Île-de-France²,2021-07-22T10:26:02.957Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.169.22.134,Normandie,2021-07-21T14:23:14.153Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.181.89,Grand-Est,2021-07-19T19:52:36.191Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.67.10,Burgundy-Franche-Comté,2021-07-19T01:11:41.015Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.134.16,Grand-Est,2021-07-18T16:40:15.476Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.122.215,Provence-Alpes-Côte-d’Azur,2021-07-17T09:18:28.580Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.226.124,Île-de-France²,2021-07-17T07:22:37.989Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.19.23,Grand-Est,2021-07-16T15:13:00.184Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.81.170,Occitanie,2021-07-15T19:04:09.222Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.81.170,Occitanie,2021-07-15T10:28:18.897Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.169.31.220,Île-de-France²,2021-07-15T06:05:37.585Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.87.190,Nouvelle-Aquitaine,2021-07-14T11:30:42.441Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.171.24,Pays-de-la-Loire,2021-07-13T21:08:16.134Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.116.73,Burgundy-Franche-Comté,2021-07-13T18:43:01.323Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.116.73,Burgundy-Franche-Comté,2021-07-13T12:08:55.583Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.34.41,Provence-Alpes-Côte-d’Azur,2021-07-12T19:11:07.368Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.151.63,Île-de-France²,2021-07-12T18:33:28.791Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.151.63,Île-de-France²,2021-07-12T10:16:14.560Z
NFAPPL-02-IPHONE8=1-5A96666E54CB3086C100BBF9440EB8FC7310C91C05A4077B6A3F69D6E3AF013A,FR,Apple iPhone 6s,Apple iPhone 6s,37.170.115.60,Provence-Alpes-Côte-d’Azur,2021-07-11T21:28:21.630Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.209.219,Île-de-France²,2021-07-09T18:48:31.410Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.40.236,Auvergne-Rhône-Alpes,2021-07-09T07:54:45.469Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.40.236,Auvergne-Rhône-Alpes,2021-07-08T21:42:12.829Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.233.233,Hauts-de-France,2021-07-08T19:19:51.353Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.233.233,Hauts-de-France,2021-07-08T10:53:12.764Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.253.63,Burgundy-Franche-Comté,2021-07-08T06:47:40.284Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.253.63,Burgundy-Franche-Comté,2021-07-07T19:52:58.370Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.95.221,Normandie,2021-07-07T19:22:16.323Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.171.95.221,Normandie,2021-07-07T12:00:41.283Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.95.221,Normandie,2021-07-07T11:11:38.914Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.169.28.137,Île-de-France²,2021-07-06T16:05:12.472Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.169.28.137,Île-de-France²,2021-07-06T10:54:30.645Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.169.28.137,Île-de-France²,2021-07-06T08:42:20.327Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.119.195,Occitanie,2021-07-05T16:35:59.337Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.100.124,Île-de-France²,2021-07-04T17:53:51.619Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.216.98,Auvergne-Rhône-Alpes,2021-07-03T20:48:46.836Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.186.92,Hauts-de-France,2021-07-03T18:59:46.398Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.204.72,Île-de-France²,2021-07-03T12:24:32.628Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.155.32,Hauts-de-France,2021-07-03T10:08:05.276Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.20.80,Pays-de-la-Loire,2021-07-02T19:43:23.705Z
