Profile Name,Sent Utc Ts,Message Name,Channel,Country Iso Code,Account Locale,Email Locale,Title Name,Email Domain Name,Link Url,Click Utc Ts,Device Model,Click Cnt
Hana,2020-08-08 12:27:25,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,FR,fr,fr,High Seas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-08 12:01:20,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Work It,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-07 15:05:13,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Work It,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-07 12:55:38,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,High Seas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-05 14:38:28,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,High Seas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-05 14:18:40,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,High Seas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-04 12:23:54,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Malibu Rescue: The Next Wave,GMAIL.COM,,,,0
Hana,2020-08-04 12:23:54,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Malibu Rescue: The Next Wave,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-03 13:16:31,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,Sugar Rush,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-03 11:57:04,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Sugar Rush,GMAIL.COM,,,,0
Hana,2020-08-02 11:59:08,PUSH_BTN_ADD_TO_LIST,PUSH,FR,fr,fr,High Seas,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-08-02 11:01:04,INAPP_BTN_ADD_TO_LIST,NOTIFICATIONS,FR,,,High Seas,GMAIL.COM,,,,0
Hana,2020-08-01 12:52:49,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Get Even,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-31 14:46:20,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Get Even,GMAIL.COM,,,,0
Hana,2020-07-17 13:53:33,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Cursed,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-17 13:53:31,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Cursed,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-13 11:33:39,PUSH_WHAT_TO_WATCH_ROW_THEMES,PUSH,FR,fr,fr,BAKI,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-13 11:33:13,INAPP_WHAT_TO_WATCH_ROW_THEMES_HIGHLANDER,NOTIFICATIONS,FR,,,BAKI,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-12 11:14:21,PUSH_WHAT_TO_WATCH_ROW_THEMES,PUSH,FR,fr,fr,Toy Boy,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-12 11:14:08,INAPP_WHAT_TO_WATCH_ROW_THEMES_HIGHLANDER,NOTIFICATIONS,FR,,,Toy Boy,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-10 11:26:05,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Down to Earth with Zac Efron,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-10 11:26:05,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Down to Earth with Zac Efron,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-10 11:22:10,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Passengers,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-10 11:22:10,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Passengers,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-09 13:22:18,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,FR,fr,fr,The Protector,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-09 13:21:13,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Japan Sinks: 2020,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-09 13:20:01,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,The Protector,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-09 13:18:59,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Japan Sinks: 2020,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-08 10:45:48,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Stateless,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-08 10:45:48,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Stateless,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-07 11:36:14,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,The Protector,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-07 11:36:04,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,The Protector,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-07 11:21:13,PUSH_COMING_SOON,PUSH,FR,fr,fr,The Protector,GMAIL.COM,https://www.netflix.com/browse/coming-soon?lnktrk=EMP&g=B0E65287B84B6265FB8E4941C5AF43FF6455519B&lkid=URL_HOME&source=pnmercurymp,2020-07-07 11:29:28,samsung_SM-A520F,1
Hana,2020-07-06 10:26:55,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,FR,fr,fr,Suits,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-06 10:26:54,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,Suits,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-01 11:37:00,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Unsolved Mysteries,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-01 11:31:17,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Unsolved Mysteries,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-01 11:23:20,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,#AnneFrank - Parallel Stories,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-07-01 11:19:25,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,#AnneFrank - Parallel Stories,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-30 12:33:05,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,The 100,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-30 12:31:00,PUSH_WATCH_IT_AGAIN,PUSH,FR,fr,fr,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-30 11:58:55,PUSH_THUMBS_SHORT_PLAY,PUSH,FR,fr,fr,The 100,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-30 11:35:19,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,The 100,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-30 11:32:06,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,FR,,,Supergirl,GMAIL.COM,,2020-06-30 16:21:19,samsung_SM-A520F,1
Hana,2020-06-30 10:55:16,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,FR,,,The 100,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-27 10:59:33,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,Dark,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-27 10:36:21,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Dark,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-24 12:24:32,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,FR,fr,fr,Pretty Little Liars,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-24 12:12:44,PUSH_COMING_SOON,PUSH,FR,fr,fr,Dark,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-24 12:08:21,PUSH_BTN_DOWNLOAD,PUSH,FR,fr,fr,The 100,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-24 11:40:12,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,FR,,,Pretty Little Liars,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-24 11:22:00,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,FR,,,The 100,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-21 10:50:25,PUSH_WHAT_TO_WATCH_TOP_PICKS,PUSH,FR,fr,fr,Arrow,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-21 10:33:09,INAPP_WHAT_TO_WATCH,NOTIFICATIONS,FR,,,Arrow,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-19 15:54:40,INAPP_NEW_ARRIVALS_REMIND_ME,NOTIFICATIONS,FR,,,Feel the Beat,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-19 15:54:40,PUSH_NEW_ARRIVALS_REMIND_ME,PUSH,FR,fr,fr,Feel the Beat,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-19 14:29:17,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,Babies,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-19 14:29:16,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Babies,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-17 12:04:13,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Babies,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-17 11:07:01,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Babies,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-16 11:28:18,PUSH_COMING_SOON,PUSH,FR,fr,fr,Babies,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-09 10:43:27,PUSH_COMING_SOON,PUSH,FR,fr,fr,Curon,GMAIL.COM,,2020-06-09 10:47:03,samsung_SM-A520F,1
Hana,2020-06-03 12:46:11,PUSH_TOP_10,PUSH,FR,fr,fr,Dynasty,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-03 12:46:10,INAPP_TOP_10,NOTIFICATIONS,FR,,,Dynasty,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-02 10:59:05,PUSH_COMING_SOON,PUSH,FR,fr,fr,Fifty Shades Darker,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-01 11:37:12,PUSH_NEW_SEASON_ALERT_REMIND_ME,PUSH,FR,fr,fr,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-06-01 11:33:58,INAPP_NEW_SEASON_ALERT_REMIND_ME,NOTIFICATIONS,FR,,,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-26 11:11:06,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Snowpiercer,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-26 11:11:05,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Snowpiercer,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-25 11:03:26,PUSH_BTN_DOWNLOAD,PUSH,FR,fr,fr,The Fundamentals of Caring,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-25 11:02:20,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,FR,,,The Fundamentals of Caring,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-24 10:49:09,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Snowpiercer,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-24 10:49:06,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Snowpiercer,GMAIL.COM,,,firefox-cadmium,0
Hana,2020-05-22 12:27:40,PUSH_BTN_DOWNLOAD,PUSH,FR,fr,fr,Raising the Bar,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-22 11:48:09,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,FR,,,Raising the Bar,GMAIL.COM,,2020-05-30 21:37:13,samsung_SM-A520F,1
Hana,2020-05-19 10:56:42,PUSH_ORIGINALS_PREPROMOTE,PUSH,FR,fr,fr,Blood & Water,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-19 10:31:04,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Blood & Water,GMAIL.COM,,,,0
Hana,2020-05-15 11:14:52,PUSH_COMING_SOON,PUSH,FR,fr,fr,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-14 10:45:06,PUSH_NEW_SEASON_ALERT,PUSH,FR,fr,fr,The Blacklist,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-14 10:31:08,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,The Blacklist,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-06 11:53:46,PUSH_BTN_DOWNLOAD,PUSH,FR,fr,fr,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-06 11:46:08,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,FR,,,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-04 10:52:50,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Dangerous Lies,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-04 10:14:31,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Dangerous Lies,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-03 14:05:02,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,The Half Of It,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-03 14:05:02,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,The Half Of It,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-05-02 10:42:04,PUSH_COMING_SOON,PUSH,FR,fr,fr,The Blacklist,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-29 12:01:27,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,FR,fr,fr,Riverdale,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-29 11:11:06,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,FR,,,Riverdale,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-28 14:24:16,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,FR,,,Money Heist,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-28 14:24:16,PUSH_WATCH_IT_AGAIN,PUSH,FR,fr,fr,Money Heist,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-28 13:38:50,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-28 13:38:50,PUSH_CONTINUE_WATCHING,PUSH,FR,fr,fr,Supergirl,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-27 12:06:32,PUSH_THUMBS_SHORT_PLAY,PUSH,FR,fr,fr,Peaky Blinders,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-27 11:45:15,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,FR,,,Peaky Blinders,GMAIL.COM,,,firefox-cadmium,0
Hana,2020-04-27 11:41:36,PUSH_TOP_10,PUSH,FR,fr,fr,Extraction,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-27 11:09:11,INAPP_TOP_10,NOTIFICATIONS,FR,,,Extraction,GMAIL.COM,,,,0
Hana,2020-04-26 15:48:59,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Extraction,GMAIL.COM,,,,0
Hana,2020-04-26 15:48:59,PUSH_NEW_ARRIVALS,PUSH,FR,fr,fr,Extraction,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-23 11:44:29,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,The Half Of It,GMAIL.COM,,,,0
Hana,2020-04-14 12:06:02,PUSH_WHAT_TO_WATCH_SUGGESTIONS,PUSH,FR,fr,fr,Elite,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-14 11:27:08,INAPP_WHAT_TO_WATCH_SUGGESTIONS,NOTIFICATIONS,FR,,,Elite,GMAIL.COM,,,samsung_SM-A520F,0
Hana,2020-04-10 16:48:06,ADD_EMAIL_TO_PROFILE_UMA,ALERTS,FR,,,,GMAIL.COM,,,,0
Tarik,2021-11-19 11:29:23,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Hellbound,GMAIL.COM,,,,0
Tarik,2021-11-17 11:20:16,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Christmas Flow,GMAIL.COM,,,,0
Tarik,2021-11-14 14:40:38,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Red Notice,GMAIL.COM,,,,0
Tarik,2021-10-27 10:56:17,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Halloween,GMAIL.COM,,,,0
Tarik,2021-10-18 11:43:28,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,The Forgotten Battle,GMAIL.COM,,,,0
Tarik,2021-10-13 11:50:08,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,The Billion Dollar Code,GMAIL.COM,,,,0
Tarik,2021-10-04 11:23:09,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Tarik,2021-10-01 12:41:09,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,The Guilty,GMAIL.COM,,,,0
Tarik,2021-09-25 10:21:32,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Ganglands,GMAIL.COM,,,,0
Tarik,2021-09-23 11:42:31,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Squid Game,GMAIL.COM,,,,0
Tarik,2021-09-22 10:33:34,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Ganglands,GMAIL.COM,,,firefox-cadmium,0
Tarik,2021-09-18 10:56:32,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Formula 1: Drive to Survive,GMAIL.COM,,,,0
Tarik,2021-09-16 10:00:54,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,,GMAIL.COM,,,APPLE_iPhone8-1,0
Tarik,2021-09-15 14:39:15,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Schumacher,GMAIL.COM,,,,0
Tarik,2021-09-10 16:10:09,PRICE_CHANGE_CONFIRMATION,EMAIL,FR,fr,fr,,GMAIL.COM,,,,0
Tarik,2021-09-10 02:26:41,PRICE_CHANGE_ANNOUNCEMENT_EMAIL,EMAIL,FR,fr,fr,,GMAIL.COM,,,,0
Tarik,2021-09-10 02:26:40,PRICE_CHANGE_ANNOUNCEMENT_UMA,ALERTS,FR,,,,GMAIL.COM,,2021-09-10 16:00:50,samsung_SM-A520F,1
Tarik,2021-09-08 11:17:08,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Tarik,2021-09-07 11:22:12,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Elite,GMAIL.COM,,,,0
Tarik,2021-09-05 10:29:28,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,FR,,,Formula 1: Drive to Survive,GMAIL.COM,,,,0
Tarik,2021-09-01 10:57:30,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Money Heist,GMAIL.COM,,,windows-uwa,0
Tarik,2021-08-31 10:23:15,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Money Heist,GMAIL.COM,,,,0
Tarik,2021-08-19 11:18:34,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,Elite,GMAIL.COM,,,APPLE_iPhone8-1,0
Tarik,2021-08-18 10:48:11,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Mr. Robot,GMAIL.COM,,,,0
Tarik,2021-08-11 11:46:27,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Gone for Good,GMAIL.COM,,,,0
Tarik,2021-08-10 11:44:19,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Hit & Run,GMAIL.COM,,,,0
Tarik,2021-08-10 10:09:47,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,The Imitation Game,GMAIL.COM,,,APPLE_iPhone8-1,0
Tarik,2021-08-08 13:09:51,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Cocaine Cowboys: The Kings of Miami,GMAIL.COM,,,firefox-cadmium,0
Tarik,2021-08-03 10:01:18,INAPP_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,NOTIFICATIONS,FR,,,Suits,GMAIL.COM,,,firefox-cadmium,0
Tarik,2021-08-02 11:10:24,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,Black Mirror,GMAIL.COM,,,APPLE_iPhone8-1,0
Tarik,2021-07-28 11:29:10,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Outer Banks,GMAIL.COM,,,firefox-cadmium,0
Tarik,2021-07-18 11:10:15,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,New Amsterdam,GMAIL.COM,,,,0
Tarik,2021-07-18 10:09:03,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,NOTIFICATIONS,FR,,,Babysitting 2,GMAIL.COM,,,windows-uwa,0
Tarik,2021-07-11 21:28:00,Confirmation of Add or Change MOP,EMAIL,FR,fr-FR,fr,,GMAIL.COM,,,,0
Tarik,2021-07-11 21:24:21,Confirmation of Add or Change MOP,EMAIL,FR,fr-FR,fr,,GMAIL.COM,,,,0
Tarik,2021-07-10 07:48:29,PAYMENT_FAILURE_UMA,ALERTS,FR,,,,GMAIL.COM,,2021-07-11 21:24:52,APPLE_iPhone8-1,1
Tarik,2021-07-10 07:48:29,HITCH_PAYMENT_HOLD_SERIES_M1,EMAIL,FR,fr,fr,,GMAIL.COM,https://www.netflix.com/simplemember/accountpayment?g=5766F3624B767EE1A7631B231B3159756452AA9E&lkid=URL_RETRY_PAYMENT&isPaymentAutoRetry=true&lnktrk=EMP&nftoken=BQAbAAEBEGSuL0IXHtPr57%2BXqlSvpSiAkCtqkwGfZp5%2F%2Bu%2FmNqr73XjQJ9yfflkxoeOrLhLw7aLpyoGghePE7dpbB%2FR0it%2FSK4G4vB%2F4R3fVDc95pjfy94MuDWwMjQ%2FoayD4vRPUoaap72SsaO85c1rQRxiNeROyJ%2FkGGI0qaSnQYZ%2FssRIFpeBlQZ9NT8VGj1lA44OOoCctx31aR7HQRF89Qm9DvdjYkQ%3D%3D,2021-07-10 07:49:46,,1
Tarik,2021-07-05 10:19:33,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Explained,GMAIL.COM,,,,0
Tarik,2021-06-29 11:09:36,INAPP_THUMBS_LONG_PLAY,NOTIFICATIONS,FR,,,Formula 1: Drive to Survive,GMAIL.COM,,,,0
Tarik,2021-06-22 10:14:13,NEW_DEVICE_LOGIN,EMAIL,FR,fr,fr,,GMAIL.COM,,,,0
Tarik,2021-06-18 10:52:21,INAPP_WATCH_IT_AGAIN,NOTIFICATIONS,FR,,,Formula 1: Drive to Survive,GMAIL.COM,,,,0
Tarik,2021-06-16 10:25:26,INAPP_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,NOTIFICATIONS,FR,,,Bodyguard,GMAIL.COM,,,,0
Tarik,2021-06-13 10:51:29,INAPP_NEW_SEASON_ALERT,NOTIFICATIONS,FR,,,Lupin,GMAIL.COM,,,,0
Tarik,2021-06-11 11:18:07,NEW_DEVICE_LOGIN,EMAIL,FR,fr,fr,,GMAIL.COM,,,,0
Tarik,2021-06-10 10:15:44,INAPP_BTN_DOWNLOAD,NOTIFICATIONS,FR,,,Formula 1: Drive to Survive,GMAIL.COM,,,,0
Tarik,2021-06-09 12:57:30,INAPP_ORIGINALS_PREPROMOTE,NOTIFICATIONS,FR,,,Lupin,GMAIL.COM,,,,0
Tarik,2021-05-31 11:12:33,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Baggio: The Divine Ponytail,GMAIL.COM,,,,0
Tarik,2021-05-31 10:13:29,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,NOTIFICATIONS,FR,,,The Founder,GMAIL.COM,,,,0
Tarik,2021-05-29 10:49:20,INAPP_CONTINUE_WATCHING,NOTIFICATIONS,FR,,,Pelé,GMAIL.COM,,,,0
Tarik,2021-05-29 10:32:23,INAPP_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,NOTIFICATIONS,FR,,,Fauda,GMAIL.COM,,,windows-uwa,0
Tarik,2021-05-28 11:58:25,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,The Least Expected Day: Inside the Movistar Team 2019,GMAIL.COM,,,firefox-cadmium,0
Tarik,2021-05-27 11:19:36,INAPP_THUMBS_SHORT_PLAY,NOTIFICATIONS,FR,,,Formula 1: Drive to Survive,GMAIL.COM,,,firefox-cadmium,0
Tarik,2021-05-15 16:37:32,INAPP_NEW_ARRIVALS,NOTIFICATIONS,FR,,,Halston,GMAIL.COM,,,,0
Tarik,2021-05-11 11:46:13,INAPP_WHAT_TO_WATCH_TOP_PICKS_HIGHLANDER,NOTIFICATIONS,FR,,,Ozark,GMAIL.COM,,,,0
Tarik,2021-05-10 11:40:32,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,NOTIFICATIONS,FR,,,Apollo 13,GMAIL.COM,,,,0
Tarik,2021-05-09 11:45:24,INAPP_WHAT_TO_WATCH_SUGGESTIONS_HIGHLANDER,NOTIFICATIONS,FR,,,Tony Parker: The Final Shot,GMAIL.COM,,,,0
Tarik,2021-05-01 10:01:20,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Halston,GMAIL.COM,,,APPLE_iPhone8-1,0
Tarik,2021-04-28 10:51:37,INAPP_TOP_10,NOTIFICATIONS,FR,,,,GMAIL.COM,,,APPLE_iPhone8-1,0
Tarik,2021-04-24 10:58:42,INAPP_COMING_SOON,NOTIFICATIONS,FR,,,Headspace Guide to Sleep,GMAIL.COM,,,APPLE_iPhone8-1,0
Tarik,2021-04-23 11:56:04,INAPP_TOP_10,NOTIFICATIONS,FR,,,,GMAIL.COM,,,,0
Tarik,2021-04-19 11:40:49,INAPP_TOP_10,NOTIFICATIONS,FR,,,Love and Monsters,GMAIL.COM,,,,0
Tarik,2021-04-16 10:47:27,INAPP_WHAT_TO_WATCH_MOVIE_NIGHT_HIGHLANDER,NOTIFICATIONS,FR,,,Darkest Hour,GMAIL.COM,,,,0
